"","V1"
"2000-09-21",4.92988047808765
"2000-09-22",4.92231075697211
"2000-09-25",4.87051792828685
"2000-09-26",4.86274900398406
"2000-09-27",4.86274900398406
"2000-09-28",4.81792828685259
"2000-09-29",4.79211155378486
"2000-10-02",4.77426294820717
"2000-10-03",4.76661354581673
"2000-10-04",4.76661354581673
"2000-10-05",4.75896414342629
"2000-10-06",4.76776892430279
"2000-10-09",4.75191235059761
"2000-10-10",4.75191235059761
"2000-10-11",4.73282868525896
"2000-10-13",4.72290836653386
"2000-10-16",4.6998406374502
"2000-10-17",4.69569721115538
"2000-10-18",4.68605577689243
"2000-10-19",4.67848605577689
"2000-10-20",4.67848605577689
"2000-10-23",4.66334661354582
"2000-10-24",4.65577689243028
"2000-10-25",4.64820717131474
"2000-10-26",4.64820717131474
"2000-10-27",4.6406374501992
"2000-10-30",4.62549800796813
"2000-10-31",4.61792828685259
"2000-11-01",4.61199203187251
"2000-11-03",4.60438247011952
"2000-11-06",4.58764940239044
"2000-11-07",4.5800796812749
"2000-11-08",4.5800796812749
"2000-11-09",4.57250996015936
"2000-11-10",4.56494023904382
"2000-11-13",4.54980079681275
"2000-11-14",4.54223107569721
"2000-11-16",4.52848605577689
"2000-11-17",4.52111553784861
"2000-11-20",4.50637450199203
"2000-11-21",4.50414342629482
"2000-11-22",4.49685258964143
"2000-11-23",4.49681274900398
"2000-11-24",4.49474103585657
"2000-11-27",4.46860557768924
"2000-11-28",4.46860557768924
"2000-11-29",4.46127490039841
"2000-11-30",4.45645418326693
"2000-12-01",4.45645418326693
"2000-12-04",4.53247011952191
"2000-12-05",4.52334661354582
"2000-12-06",4.42462151394422
"2000-12-07",4.42462151394422
"2000-12-08",4.419203187251
"2000-12-11",4.40430278884462
"2000-12-12",4.39529880478088
"2000-12-13",4.38605577689243
"2000-12-14",4.38605577689243
"2000-12-15",4.37844621513944
"2000-12-18",4.36418326693227
"2000-12-19",4.35641434262948
"2000-12-20",4.35641434262948
"2000-12-21",4.34852589641434
"2000-12-22",4.34159362549801
"2000-12-26",4.32067729083665
"2000-12-27",4.3205577689243
"2000-12-28",4.31370517928287
"2000-12-29",4.30685258964143
"2001-01-02",4.3
"2001-01-03",4.25820717131474
"2001-01-04",4.20681274900398
"2001-01-05",4.20681274900398
"2001-01-08",4.20203187250996
"2001-01-09",4.20203187250996
"2001-01-10",4.19091633466136
"2001-01-11",4.1891235059761
"2001-01-12",4.18940239043825
"2001-01-15",4.18637450199203
"2001-01-16",4.18486055776892
"2001-01-17",4.18334661354582
"2001-01-18",4.18334661354582
"2001-01-19",4.18183266932271
"2001-01-22",4.17880478087649
"2001-01-23",4.17669322709163
"2001-01-24",4.17513944223108
"2001-01-25",4.17450199203187
"2001-01-26",4.17290836653387
"2001-01-29",4.16972111553785
"2001-01-30",4.16812749003984
"2001-01-31",4.16812749003984
"2001-02-01",4.16653386454183
"2001-02-02",4.16494023904383
"2001-02-05",4.16175298804781
"2001-02-06",4.1601593625498
"2001-02-07",4.1601593625498
"2001-02-08",4.15338645418327
"2001-02-09",4.15159362549801
"2001-02-12",4.14800796812749
"2001-02-13",4.14223107569721
"2001-02-14",4.1402390438247
"2001-02-15",4.13824701195219
"2001-02-16",4.13824701195219
"2001-02-19",4.13227091633466
"2001-02-20",4.13227091633466
"2001-02-21",4.13027888446215
"2001-02-22",4.12828685258964
"2001-02-23",4.12828685258964
"2001-02-28",4.1203187250996
"2001-03-01",4.1203187250996
"2001-03-02",4.11832669322709
"2001-03-05",4.11434262948207
"2001-03-06",4.11235059760956
"2001-03-07",4.11035856573705
"2001-03-08",4.11035856573705
"2001-03-09",4.10836653386454
"2001-03-12",4.10438247011952
"2001-03-13",4.10239043824701
"2001-03-14",4.10239043824701
"2001-03-15",4.1003984063745
"2001-03-16",4.09840637450199
"2001-03-19",4.09442231075697
"2001-03-20",4.11521912350598
"2001-03-21",4.1501593625498
"2001-03-22",4.14756972111554
"2001-03-23",4.15274900398406
"2001-03-26",4.14980079681275
"2001-03-27",4.15211155378486
"2001-03-28",4.14956175298805
"2001-03-29",4.14462151394422
"2001-03-30",4.14462151394422
"2001-04-02",4.16677290836653
"2001-04-03",4.21175298804781
"2001-04-04",4.20876494023904
"2001-04-05",4.20836653386454
"2001-04-06",4.23800796812749
"2001-04-09",4.27577689243028
"2001-04-10",4.27243027888446
"2001-04-11",4.26908366533865
"2001-04-12",4.26908366533865
"2001-04-16",4.26478087649402
"2001-04-17",4.26151394422311
"2001-04-18",4.26414342629482
"2001-04-19",4.29235059760956
"2001-04-20",4.28900398406375
"2001-04-23",4.28231075697211
"2001-04-24",4.2789641434263
"2001-04-25",4.2789641434263
"2001-04-26",4.28247011952191
"2001-04-27",4.27908366533865
"2001-04-30",4.27231075697211
"2001-05-02",4.30239043824701
"2001-05-03",4.29880478087649
"2001-05-04",4.29521912350598
"2001-05-07",4.33577689243028
"2001-05-08",4.30111553784861
"2001-05-09",4.29745019920319
"2001-05-10",4.29378486055777
"2001-05-11",4.32605577689243
"2001-05-14",4.35179282868526
"2001-05-15",4.43346613545817
"2001-05-16",4.42948207171315
"2001-05-17",4.48804780876494
"2001-05-18",4.55059760956175
"2001-05-21",4.54103585657371
"2001-05-22",4.53625498007968
"2001-05-23",4.53147410358566
"2001-05-24",4.53147410358566
"2001-05-25",4.53880478087649
"2001-05-28",4.52908366533865
"2001-05-29",4.53609561752988
"2001-05-30",4.62549800796813
"2001-05-31",4.62549800796813
"2001-06-01",4.66091633466135
"2001-06-04",4.649203187251
"2001-06-05",4.66482071713147
"2001-06-06",4.66482071713147
"2001-06-07",4.68876494023904
"2001-06-08",4.68254980079681
"2001-06-11",4.75705179282869
"2001-06-12",4.75035856573705
"2001-06-13",4.75035856573705
"2001-06-18",4.72358565737052
"2001-06-19",4.7705577689243
"2001-06-20",4.85418326693227
"2001-06-21",4.84780876494024
"2001-06-22",4.84780876494024
"2001-06-25",4.82868525896414
"2001-06-26",4.82868525896414
"2001-06-27",4.82231075697211
"2001-06-28",4.81593625498008
"2001-06-29",4.81593625498008
"2001-07-02",4.80318725099602
"2001-07-03",4.82171314741036
"2001-07-04",4.81513944223108
"2001-07-05",4.8398406374502
"2001-07-06",4.88207171314741
"2001-07-09",4.86772908366534
"2001-07-10",4.89880478087649
"2001-07-11",4.89131474103586
"2001-07-12",4.89605577689243
"2001-07-13",4.9402390438247
"2001-07-16",4.92430278884462
"2001-07-17",4.91633466135458
"2001-07-18",4.91633466135458
"2001-07-19",4.90836653386454
"2001-07-20",4.9003984063745
"2001-07-23",4.88446215139442
"2001-07-24",4.88525896414343
"2001-07-25",5.0300796812749
"2001-07-26",4.9598406374502
"2001-07-27",4.90637450199203
"2001-07-30",4.88685258964143
"2001-07-31",4.90418326693227
"2001-08-01",4.89593625498008
"2001-08-02",5.00382470119522
"2001-08-03",5.05796812749004
"2001-08-06",5.03466135458167
"2001-08-07",5.03466135458167
"2001-08-08",5.00478087649402
"2001-08-09",5.03884462151394
"2001-08-10",5.11912350597609
"2001-08-13",5.10358565737052
"2001-08-14",5.09581673306773
"2001-08-15",5.13776892430279
"2001-08-16",5.18127490039841
"2001-08-17",5.17410358565737
"2001-08-20",5.1597609561753
"2001-08-21",5.15258964143426
"2001-08-22",5.14541832669323
"2001-08-23",5.14541832669323
"2001-08-24",5.14533864541833
"2001-08-27",5.15856573705179
"2001-08-28",5.15099601593626
"2001-08-29",5.15099601593626
"2001-08-30",5.14342629482072
"2001-08-31",5.14589641434263
"2001-09-03",5.13051792828685
"2001-09-04",5.12282868525896
"2001-09-05",5.12282868525896
"2001-09-06",5.13745019920319
"2001-09-10",5.11354581673307
"2001-09-11",5.11354581673307
"2001-09-12",5.0995219123506
"2001-09-13",5.09163346613546
"2001-09-14",5.09163346613546
"2001-09-17",5.07370517928287
"2001-09-18",5.07370517928287
"2001-09-19",5.06573705179283
"2001-09-20",5.12988047808765
"2001-09-21",5.16593625498008
"2001-09-24",5.20661354581673
"2001-09-25",5.19916334661355
"2001-09-26",5.27330677290837
"2001-09-27",5.27330677290837
"2001-09-28",5.26613545816733
"2001-10-01",5.25179282868526
"2001-10-02",5.24462151394422
"2001-10-03",5.27529880478088
"2001-10-04",5.30557768924303
"2001-10-05",5.29876494023904
"2001-10-08",5.29282868525896
"2001-10-09",5.28605577689243
"2001-10-10",5.28605577689243
"2001-10-11",5.35697211155378
"2001-10-15",5.33784860557769
"2001-10-16",5.33147410358566
"2001-10-17",5.33147410358566
"2001-10-18",5.32916334661355
"2001-10-19",5.32868525896414
"2001-10-22",5.31745019920319
"2001-10-23",5.3193625498008
"2001-10-24",5.30896414342629
"2001-10-25",5.33872509960159
"2001-10-26",5.30239043824701
"2001-10-29",5.28438247011952
"2001-10-30",5.34410358565737
"2001-10-31",5.33772908366534
"2001-11-01",5.30625498007968
"2001-11-06",5.33768924302789
"2001-11-07",5.33290836653386
"2001-11-08",5.34585657370518
"2001-11-09",5.35239043824701
"2001-11-12",5.35517928286853
"2001-11-13",5.35848605577689
"2001-11-14",5.35605577689243
"2001-11-16",5.3607171314741
"2001-11-19",5.3403187250996
"2001-11-20",5.33203187250996
"2001-11-21",5.33203187250996
"2001-11-22",5.32374501992032
"2001-11-23",5.31545816733068
"2001-11-26",5.30270916334661
"2001-11-27",5.27701195219124
"2001-11-28",5.27884462151394
"2001-11-29",5.27107569721116
"2001-11-30",5.27406374501992
"2001-12-03",5.25653386454183
"2001-12-04",5.25653386454183
"2001-12-05",5.24776892430279
"2001-12-06",5.23900398406374
"2001-12-07",5.34494023904382
"2001-12-10",5.32103585657371
"2001-12-11",5.22772908366534
"2001-12-12",5.21808764940239
"2001-12-13",5.19996015936255
"2001-12-14",5.14091633466135
"2001-12-17",5.12402390438247
"2001-12-18",5.09533864541833
"2001-12-19",5.07649402390438
"2001-12-20",5.07649402390438
"2001-12-21",5.06693227091633
"2001-12-24",5.04780876494024
"2001-12-26",5.02868525896414
"2001-12-27",4.96940239043825
"2001-12-28",4.8207171314741
"2001-12-31",4.8
"2002-01-02",7.41
"2002-01-03",7.4
"2002-01-04",7.4
"2002-01-07",7.4
"2002-01-08",7.39
"2002-01-09",7.4
"2002-01-10",7.4
"2002-01-11",4.6804780876494
"2002-01-14",4.67490039840637
"2002-01-15",4.68454183266932
"2002-01-16",4.68171314741036
"2002-01-17",4.66932270916335
"2002-01-18",4.71713147410359
"2002-01-21",4.75856573705179
"2002-01-22",4.77426294820717
"2002-01-23",4.77099601593626
"2002-01-24",4.76772908366534
"2002-01-25",4.74900398406375
"2002-01-28",4.74262948207171
"2002-01-29",4.7394422310757
"2002-01-30",4.73625498007968
"2002-01-31",4.73625498007968
"2002-02-01",4.73306772908367
"2002-02-04",4.72669322709163
"2002-02-05",4.72350597609562
"2002-02-06",4.7203187250996
"2002-02-07",4.7203187250996
"2002-02-08",4.71713147410359
"2002-02-11",4.71075697211155
"2002-02-13",4.70756972111554
"2002-02-14",4.70438247011952
"2002-02-15",4.70119521912351
"2002-02-18",4.69482071713147
"2002-02-19",4.69163346613546
"2002-02-20",4.69163346613546
"2002-02-21",4.70565737051793
"2002-02-22",4.72808764940239
"2002-02-25",4.72980079681275
"2002-02-26",4.69585657370518
"2002-02-27",4.71792828685259
"2002-02-28",4.73135458167331
"2002-03-01",4.74816733067729
"2002-03-04",4.73274900398406
"2002-03-05",4.70438247011952
"2002-03-06",4.73398406374502
"2002-03-07",4.73864541832669
"2002-03-08",4.73864541832669
"2002-03-11",4.74772908366534
"2002-03-12",4.74406374501992
"2002-03-13",4.77258964143426
"2002-03-14",4.79673306772908
"2002-03-15",4.78478087649402
"2002-03-18",4.78490039840637
"2002-03-19",4.78884462151394
"2002-03-20",4.78486055776892
"2002-03-21",4.78486055776892
"2002-03-22",4.7808764940239
"2002-03-25",4.7806374501992
"2002-03-26",4.79199203187251
"2002-03-27",4.7996812749004
"2002-03-28",4.79553784860558
"2002-04-01",4.81322709163347
"2002-04-02",4.82390438247012
"2002-04-03",4.84637450199203
"2002-04-04",4.90147410358566
"2002-04-05",4.93370517928287
"2002-04-08",4.93832669322709
"2002-04-09",4.94565737051793
"2002-04-10",4.94780876494024
"2002-04-11",4.94262948207171
"2002-04-12",4.95713147410359
"2002-04-15",5.01115537848606
"2002-04-16",5.02693227091634
"2002-04-17",5.02119521912351
"2002-04-18",5.02250996015936
"2002-04-19",5.02956175298805
"2002-04-22",5.0109561752988
"2002-04-23",5.01211155378486
"2002-04-24",5.00629482071713
"2002-04-25",5.00629482071713
"2002-04-26",5.0004780876494
"2002-04-29",4.98884462151394
"2002-04-30",4.98302788844622
"2002-05-02",4.97721115537849
"2002-05-03",4.97139442231076
"2002-05-06",4.9597609561753
"2002-05-07",4.95394422310757
"2002-05-08",4.95394422310757
"2002-05-09",4.96111553784861
"2002-05-10",4.96812749003984
"2002-05-13",4.95617529880478
"2002-05-14",4.92486055776892
"2002-05-15",4.92486055776892
"2002-05-16",4.91904382470119
"2002-05-17",4.91322709163347
"2002-05-20",4.90159362549801
"2002-05-21",4.90159362549801
"2002-05-22",4.89577689243028
"2002-05-23",4.88996015936255
"2002-05-24",4.88996015936255
"2002-05-27",4.87832669322709
"2002-05-28",4.87250996015936
"2002-05-29",4.86669322709163
"2002-05-31",4.8608764940239
"2002-06-03",4.84924302788845
"2002-06-04",4.84342629482072
"2002-06-05",4.83760956175299
"2002-06-06",4.83760956175299
"2002-06-07",4.84888446215139
"2002-06-10",4.8201593625498
"2002-06-11",4.81434262948207
"2002-06-12",4.80852589641434
"2002-06-13",4.80852589641434
"2002-06-14",4.80270916334661
"2002-06-17",4.79107569721116
"2002-06-18",4.80677290836653
"2002-06-19",4.80677290836653
"2002-06-20",4.800796812749
"2002-06-21",4.79482071713147
"2002-06-24",4.79330677290837
"2002-06-25",4.78725099601594
"2002-06-26",4.78725099601594
"2002-06-27",4.78119521912351
"2002-06-28",4.7802390438247
"2002-07-01",4.80318725099602
"2002-07-02",4.80318725099602
"2002-07-03",4.82669322709163
"2002-07-04",4.82996015936255
"2002-07-05",4.84972111553785
"2002-07-08",4.86657370517928
"2002-07-09",4.86470119521912
"2002-07-10",4.86752988047809
"2002-07-11",4.95382470119522
"2002-07-12",4.96330677290837
"2002-07-15",4.96649402390438
"2002-07-16",4.99322709163347
"2002-07-17",5.00350597609562
"2002-07-18",5.00808764940239
"2002-07-19",5.04310756972112
"2002-07-22",5.03147410358566
"2002-07-23",5.03892430278884
"2002-07-24",5.05051792828685
"2002-07-25",5.07243027888446
"2002-07-26",5.04916334661355
"2002-07-29",5.04059760956175
"2002-07-30",5.03836653386454
"2002-07-31",5.04258964143426
"2002-08-01",5.05768924302789
"2002-08-02",5.06294820717132
"2002-08-05",5.02864541832669
"2002-08-06",5.05187250996016
"2002-08-07",5.0399203187251
"2002-08-08",5.06533864541833
"2002-08-09",5.05868525896414
"2002-08-12",5.09151394422311
"2002-08-13",5.13764940239044
"2002-08-14",5.15019920318725
"2002-08-15",5.1699203187251
"2002-08-16",5.1699203187251
"2002-08-19",5.28470119521912
"2002-08-20",5.34745019920319
"2002-08-21",5.37282868525896
"2002-08-22",5.37370517928287
"2002-08-23",5.38446215139442
"2002-08-26",5.37796812749004
"2002-08-27",5.37151394422311
"2002-08-28",5.36505976095617
"2002-08-29",5.36505976095617
"2002-08-30",5.45119521912351
"2002-09-02",5.48940239043825
"2002-09-03",5.48350597609562
"2002-09-04",5.47760956175299
"2002-09-05",5.48406374501992
"2002-09-06",5.48127490039841
"2002-09-09",5.47545816733068
"2002-09-10",5.4693625498008
"2002-09-11",5.4693625498008
"2002-09-12",5.49812749003984
"2002-09-13",5.61832669322709
"2002-09-16",5.60426294820717
"2002-09-17",5.70282868525896
"2002-09-18",5.70569721115538
"2002-09-19",5.82247011952191
"2002-09-20",5.81792828685259
"2002-09-23",5.80884462151394
"2002-09-24",5.81155378486056
"2002-09-25",5.81764940239044
"2002-09-26",5.82342629482072
"2002-09-27",5.83131474103586
"2002-09-30",5.83657370517928
"2002-10-01",5.83131474103586
"2002-10-02",5.86346613545817
"2002-10-03",5.86537848605578
"2002-10-04",5.86537848605578
"2002-10-07",5.87318725099602
"2002-10-08",5.87199203187251
"2002-10-09",5.86609561752988
"2002-10-10",6.11159362549801
"2002-10-11",6.13780876494024
"2002-10-14",6.21195219123506
"2002-10-15",6.30617529880478
"2002-10-16",6.30247011952191
"2002-10-17",6.52689243027888
"2002-10-18",6.82115537848606
"2002-10-21",7.14446215139442
"2002-10-22",7.19123505976096
"2002-10-23",7.19123505976096
"2002-10-24",7.19099601593626
"2002-10-25",7.27776892430279
"2002-10-28",7.58900398406375
"2002-10-29",7.6404780876494
"2002-10-30",7.6404780876494
"2002-10-31",8.06191235059761
"2002-11-01",8.23593625498008
"2002-11-04",8.50466135458167
"2002-11-05",8.84561752988048
"2002-11-06",8.93792828685259
"2002-11-07",8.93956175298805
"2002-11-08",8.96609561752988
"2002-11-11",8.97211155378486
"2002-11-12",8.98916334661355
"2002-11-13",9.45003984063745
"2002-11-14",9.75645418326693
"2002-11-18",9.77414342629482
"2002-11-19",9.78342629482072
"2002-11-20",9.79772908366534
"2002-11-21",9.80665338645418
"2002-11-22",9.96430278884462
"2002-11-25",10.0448207171315
"2002-11-26",10.4239043824701
"2002-11-27",10.4274900398406
"2002-11-28",10.4693227091633
"2002-11-29",10.7080478087649
"2002-12-02",10.7078884462151
"2002-12-03",10.5476892430279
"2002-12-04",10.5529880478088
"2002-12-05",10.8958565737052
"2002-12-06",10.8841832669323
"2002-12-09",10.8778087649402
"2002-12-10",10.8524302788845
"2002-12-11",10.8535458167331
"2002-12-12",11.035577689243
"2002-12-13",11.0535458167331
"2002-12-16",11.0478087649402
"2002-12-17",11.0478087649402
"2002-12-18",11.0466135458167
"2002-12-19",11.0417529880478
"2002-12-20",11.0465338645418
"2002-12-23",11.0356175298805
"2002-12-24",11.0296812749004
"2002-12-26",11.0178087649402
"2002-12-27",11.0182868525896
"2002-12-30",11.0060956175299
"2002-12-31",11
"2003-01-02",12.59
"2003-01-03",12.64
"2003-01-06",12.64
"2003-01-07",12.64
"2003-01-08",12.64
"2003-01-09",12.64
"2003-01-10",11.1527888446215
"2003-01-13",11.1270517928287
"2003-01-14",11.1141832669323
"2003-01-15",11.0659760956175
"2003-01-16",11.1205179282869
"2003-01-17",11.0501992031873
"2003-01-20",11.1385657370518
"2003-01-21",11.1764940239044
"2003-01-22",11.1631474103586
"2003-01-23",11.1498007968127
"2003-01-24",11.1270916334661
"2003-01-27",11.2025896414343
"2003-01-28",11.2025896414343
"2003-01-29",11.1888446215139
"2003-01-30",11.1382868525896
"2003-01-31",11.1658964143426
"2003-02-03",11.1202390438247
"2003-02-04",11.1066135458167
"2003-02-05",11.1201195219124
"2003-02-06",11.3494820717131
"2003-02-07",11.4575298804781
"2003-02-10",11.4804780876494
"2003-02-11",11.4649402390438
"2003-02-12",11.4494023904382
"2003-02-13",11.4494023904382
"2003-02-14",11.5131075697211
"2003-02-17",11.5162151394422
"2003-02-18",11.5609561752988
"2003-02-19",11.5446215139442
"2003-02-20",11.5013944223108
"2003-02-21",11.4938645418327
"2003-02-24",11.4615139442231
"2003-02-25",11.5641434262948
"2003-02-26",11.6490039840637
"2003-02-27",11.6318725099602
"2003-02-28",11.6399601593626
"2003-03-05",11.6296414342629
"2003-03-06",11.6534262948207
"2003-03-07",11.7096414342629
"2003-03-10",11.673625498008
"2003-03-11",11.6411155378486
"2003-03-12",11.68796812749
"2003-03-13",11.6054183266932
"2003-03-14",11.5651792828685
"2003-03-17",11.4501992031873
"2003-03-18",11.3695219123506
"2003-03-19",11.336812749004
"2003-03-20",11.3356573705179
"2003-03-21",11.2885657370518
"2003-03-24",11.1774900398406
"2003-03-25",11.2771314741036
"2003-03-26",11.2602390438247
"2003-03-27",11.2217928286853
"2003-03-28",11.2586454183267
"2003-03-31",11.2247011952191
"2003-04-01",11.2077290836653
"2003-04-02",11.2057370517928
"2003-04-03",11.2057370517928
"2003-04-04",11.143984063745
"2003-04-07",11.0661354581673
"2003-04-08",11.0275697211155
"2003-04-09",11.0275697211155
"2003-04-10",11.0111155378486
"2003-04-11",11.1179282868526
"2003-04-14",11.1625498007968
"2003-04-15",11.1553784860558
"2003-04-16",11.166374501992
"2003-04-17",11.1486852589641
"2003-04-22",11.1165338645418
"2003-04-23",11.1041832669323
"2003-04-24",11.0447011952191
"2003-04-25",11.0653784860558
"2003-04-28",11.0452988047809
"2003-04-29",11.0274900398406
"2003-04-30",10.9231474103586
"2003-05-02",10.9019521912351
"2003-05-05",10.8628685258964
"2003-05-06",10.8284462151394
"2003-05-07",10.7845019920319
"2003-05-08",10.766374501992
"2003-05-09",10.7093227091633
"2003-05-12",10.7056972111554
"2003-05-13",10.6421513944223
"2003-05-14",10.5812749003984
"2003-05-15",10.5686055776892
"2003-05-16",10.4893227091633
"2003-05-19",10.4527490039841
"2003-05-20",10.4344621513944
"2003-05-21",10.4221115537849
"2003-05-22",10.4039043824701
"2003-05-23",10.3613147410359
"2003-05-26",10.3533466135458
"2003-05-27",10.3473306772908
"2003-05-28",10.3349800796813
"2003-05-29",10.3166135458167
"2003-05-30",10.2864541832669
"2003-06-02",10.2040637450199
"2003-06-03",10.1866135458167
"2003-06-04",10.1642629482072
"2003-06-05",10.1460956175299
"2003-06-06",10.1160956175299
"2003-06-09",10.0797609561753
"2003-06-10",10.0503585657371
"2003-06-11",9.92111553784861
"2003-06-12",9.87219123505976
"2003-06-13",9.87219123505976
"2003-06-16",9.76884462151394
"2003-06-17",9.75155378486056
"2003-06-18",9.69661354581673
"2003-06-20",9.63223107569721
"2003-06-23",9.52454183266932
"2003-06-24",9.54115537848606
"2003-06-25",9.37888446215139
"2003-06-26",9.29924302788845
"2003-06-27",9.23565737051793
"2003-06-30",9.10486055776892
"2003-07-01",9.06318725099602
"2003-07-02",9.04310756972112
"2003-07-03",9.00697211155378
"2003-07-04",8.98597609561753
"2003-07-07",8.94422310756972
"2003-07-08",8.93450199203187
"2003-07-09",8.91864541832669
"2003-07-10",8.82151394422311
"2003-07-11",8.79581673306773
"2003-07-14",8.60183266932271
"2003-07-15",8.55988047808765
"2003-07-16",8.54398406374502
"2003-07-17",8.44681274900398
